epoch,loss
0,0.8230903685092926
1,0.6527095079421997
2,0.5889378190040588
3,0.5407519519329071
4,0.5032614976167679
5,0.48184547424316404
6,0.46625290513038636
7,0.4513138920068741
8,0.43642366528511045
9,0.4244550228118896
10,0.41382467150688174
11,0.4059203743934631
12,0.3985946327447891
13,0.3909769058227539
14,0.38555403649806974
15,0.3789080619812012
16,0.38051134049892427
17,0.37730858027935027
18,0.37584523260593417
19,0.3726702779531479
